id,number,team_name,robot_name,organization,city,region,country,program_id,program_name,grade
65643,97673Z,ZETBOTS,ZETBOTS,CECYTECH 11 Ciudad del Conocimiento,Ciudad Juárez,Chihuahua,Mexico,1,VEX V5 Robotics Competition,High School
65645,99153A,CECYT No. 14 VILLA ESPERANZA,,CECYTE Chihuahua No. 14 Villa Esperanza,Ciudad Juárez,Chihuahua,Mexico,1,VEX V5 Robotics Competition,High School
158556,99153X,CECYT No.14 Villa Esperanza,,CECYTECH 14 Villa Esperanza,Juarez,Chihuahua,Mexico,1,VEX V5 Robotics Competition,High School
172348,3838A,Greyhounds,,OCEAN SPRINGS HIGH SCHOOL,Ocean Springs,Mississippi,United States,1,VEX V5 Robotics Competition,High School
172349,3838B,Greyhounds B,,OCEAN SPRINGS HIGH SCHOOL,Ocean Springs,Mississippi,United States,1,VEX V5 Robotics Competition,High School
180749,3838C,"I don't know, I am trying to ask somebody.",,OCEAN SPRINGS HIGH SCHOOL,Ocean Springs,Mississippi,United States,1,VEX V5 Robotics Competition,High School
83836,4255A,BOB,TBD,Madison Co Voc Complex,Madison,Mississippi,United States,1,VEX V5 Robotics Competition,High School
100812,5735H,Mud Dogs,Jimbo,ST MARTIN HIGH SCHOOL,Ocean Springs,Mississippi,United States,1,VEX V5 Robotics Competition,High School
160793,5735M,Banana Bots,It's all yellow,ST MARTIN HIGH SCHOOL,Ocean Springs,Mississippi,United States,1,VEX V5 Robotics Competition,High School
81184,5735Z,Scottish Unicorns,Billy Bob MKIV,ST MARTIN HIGH SCHOOL,Ocean Springs,Mississippi,United States,1,VEX V5 Robotics Competition,High School
109031,16802A,Senior Citizens,,MADISON CENTRAL HIGH SCHOOL,Ms - Mississippi,Mississippi,United States,1,VEX V5 Robotics Competition,High School
161349,20027W,Watt.,Andy,ST ANDREW'S EPISCOPAL SCHOOL,Ridgeland,Mississippi,United States,1,VEX V5 Robotics Competition,High School
125570,32636A,Triple A's,,OXFORD HIGH SCHOOL,Oxford,Mississippi,United States,1,VEX V5 Robotics Competition,High School
125571,32636B,Trilobytes,,OXFORD HIGH SCHOOL,Oxford,Mississippi,United States,1,VEX V5 Robotics Competition,High School
92985,39110A,Da Moon,39110 A,Germantown High School,Madison,Mississippi,United States,1,VEX V5 Robotics Competition,High School
145555,39110C,Low Stakes,,Germantown High School,Madison,Mississippi,United States,1,VEX V5 Robotics Competition,High School
156915,39232A,The Boys,A-Train,JACKSON PREPARATORY SCHOOL,Flowood,Mississippi,United States,1,VEX V5 Robotics Competition,High School
83144,39702A,New Hope Robotics,Sparky,NEW HOPE HIGH SCHOOL,Columbus,Mississippi,United States,1,VEX V5 Robotics Competition,High School
97773,39702D,New Hope Robotics,Metal Eagle,NEW HOPE,Columbus,Mississippi,United States,1,VEX V5 Robotics Competition,High School
100291,39702F,New Hope Robotics,Big Timmy,NEW HOPE,Columbus,Mississippi,United States,1,VEX V5 Robotics Competition,High School
160885,55230T,NISMO,GTR,Mississippi Robotics,Canton,Mississippi,United States,1,VEX V5 Robotics Competition,High School
160884,55230Z,370Z Turbocharged,,Mississippi Robotics,Canton,Mississippi,United States,1,VEX V5 Robotics Competition,High School
131813,62449B,MSMS Blue Waves,MSMS Blue Waves B,The MISSISSIPPI SCHOOL FOR MATH AND SCIENCE,Columbus,Mississippi,United States,1,VEX V5 Robotics Competition,High School
129815,85843A,tECH,,EAST CENTRAL HIGH SCHOOL,Moss Point,Mississippi,United States,1,VEX V5 Robotics Competition,High School
129816,85843B,tECH,,EAST CENTRAL HIGH SCHOOL,Moss Point,Mississippi,United States,1,VEX V5 Robotics Competition,High School
173864,91708A,Electrobots,,HANCOCK HIGH SCHOOL,Kiln,Mississippi,United States,1,VEX V5 Robotics Competition,High School
173866,91708B,The Ugly Ducklings,The Quack Mobile,HANCOCK HIGH SCHOOL,Kiln,Mississippi,United States,1,VEX V5 Robotics Competition,High School
53184,739A,If it ain't broke don't fix it,Old reliable,KIMBALL SECONDARY,Kimball,Minnesota,United States,1,VEX V5 Robotics Competition,High School
75732,739B,Men In black,,KIMBALL SECONDARY,Kimball,Minnesota,United States,1,VEX V5 Robotics Competition,High School
93614,739C,Senior Smarties,Seniorcites,Kimball Secondary,Kimball,Minnesota,United States,1,VEX V5 Robotics Competition,High School
139182,772E,Chlorinated Encoders,Pool Cleaner,Elemental Robotics Inc.,Madison Lake,Minnesota,United States,1,VEX V5 Robotics Competition,High School
71712,1532C,Abominable Snowmen,,BEMIDJI SENIOR HIGH,Bemidji,Minnesota,United States,1,VEX V5 Robotics Competition,High School
126642,1532E,Space Monkey Mafia,Material Girl,BEMIDJI SENIOR HIGH,Bemidji,Minnesota,United States,1,VEX V5 Robotics Competition,High School
126643,1532F,218 Ways to Break Down,DUM-E,BEMIDJI SENIOR HIGH,Bemidji,Minnesota,United States,1,VEX V5 Robotics Competition,High School
60480,3589A,Gear Train,,Tri-city United High School,Le Center,Minnesota,United States,1,VEX V5 Robotics Competition,High School
58788,5300B,Wall-E 2.0,,WIN-E-MAC SECONDARY,Erskine,Minnesota,United States,1,VEX V5 Robotics Competition,High School
64044,5300D,FerdaMen,,WIN-E-MAC SECONDARY,Erskine,Minnesota,United States,1,VEX V5 Robotics Competition,High School
174975,5805X,X-Factor,Beacon E & R 1,Concordia Academy,Roseville,Minnesota,United States,1,VEX V5 Robotics Competition,High School
59610,6024E,Thunder Struck,,Fosston High School,Fosston,Minnesota,United States,1,VEX V5 Robotics Competition,High School
76691,7192D,Yippie Ki Yay,Tarzan,WINDOM SENIOR HIGH,Windom,Minnesota,United States,1,VEX V5 Robotics Competition,High School
115851,7192F,The Masked Bandits,Rodger,WINDOM SENIOR HIGH,Windom,Minnesota,United States,1,VEX V5 Robotics Competition,High School
63119,7225B,Southland Blaze,Flippy,Southland High School,Adams,Minnesota,United States,1,VEX V5 Robotics Competition,High School
74409,7225C,Southland Shakalaka,The Shocker,Southland High School,Adams,Minnesota,United States,1,VEX V5 Robotics Competition,High School
96685,7225F,Southland Avalanche,Snowball,Southland High School,Adams,Minnesota,United States,1,VEX V5 Robotics Competition,High School
141677,7225T,Southland Boltbots,,Southland High School,Adams,Minnesota,United States,1,VEX V5 Robotics Competition,High School
84366,7225Z,Southland Borderbots,Borderbot,SOUTHLAND SENIOR HIGH,Adams,Minnesota,United States,1,VEX V5 Robotics Competition,High School
48732,8110A,ReStart,,Mankato West Robotics,Mankato,Minnesota,United States,1,VEX V5 Robotics Competition,High School
53442,8110B,The Bakery,,Mankato West Robotics,Mankato,Minnesota,United States,1,VEX V5 Robotics Competition,High School
64630,8110C,Llamas,,Mankato West Robotics,Mankato,Minnesota,United States,1,VEX V5 Robotics Competition,High School
73837,8110G,Immortal,,Mankato West Robotics,Mankato,Minnesota,United States,1,VEX V5 Robotics Competition,High School
64629,8110R,Geared Up,,Mankato West Robotics,Mankato,Minnesota,United States,1,VEX V5 Robotics Competition,High School
173841,8110T,Capytech,,Mankato West Robotics,Mankato,Minnesota,United States,1,VEX V5 Robotics Competition,High School
98627,8110W,Whisper,,Mankato West Robotics,Mankato,Minnesota,United States,1,VEX V5 Robotics Competition,High School
53443,8110Z,R.I.P. Tide,,Mankato West Robotics,Mankato,Minnesota,United States,1,VEX V5 Robotics Competition,High School
53103,9210A,E=MJ^2,Millie,Storm Robotics (ISD47),Sauk Rapids,Minnesota,United States,1,VEX V5 Robotics Competition,High School
86057,9457C,The Minnesotans,,MANKATO EAST SENIOR HIGH,Mankato,Minnesota,United States,1,VEX V5 Robotics Competition,High School
154724,9457D,Cougar Dynasty,,MANKATO EAST SENIOR HIGH,Mankato,Minnesota,United States,1,VEX V5 Robotics Competition,High School
124320,9457S,Sky High,,MANKATO EAST SENIOR HIGH,Mankato,Minnesota,United States,1,VEX V5 Robotics Competition,High School
86059,9457W,Wolfram,,MANKATO EAST SENIOR HIGH,Mankato,Minnesota,United States,1,VEX V5 Robotics Competition,High School
74848,9457Y,Why?,,MANKATO EAST SENIOR HIGH,Mankato,Minnesota,United States,1,VEX V5 Robotics Competition,High School
64677,9457Z,Spongebot Spareparts,,MANKATO EAST SENIOR HIGH,Mankato,Minnesota,United States,1,VEX V5 Robotics Competition,High School
60063,9821A,SynthWave,Gertrude,EAST GRAND FORKS SENIOR HIGH,East Grand Forks,Minnesota,United States,1,VEX V5 Robotics Competition,High School
140568,13018A,The Wright Stuff,B.O.B.,The Wright Stuff,Cokato,Minnesota,United States,1,VEX V5 Robotics Competition,High School
145986,13056C,Megabytes,,ROYALTON HIGH SCHOOL,Royalton,Minnesota,United States,1,VEX V5 Robotics Competition,High School
169731,17121A,Electrobotics,Darwin,Electrobotics Robot Team,Eagan,Minnesota,United States,1,VEX V5 Robotics Competition,High School
135559,24118E,Broken Zip Ties,,ALBERT LEA SENIOR HIGH,Albert Lea,Minnesota,United States,1,VEX V5 Robotics Competition,High School
143119,24118F,It Could Work!,,ALBERT LEA SENIOR HIGH,Albert Lea,Minnesota,United States,1,VEX V5 Robotics Competition,High School
148357,27922A,Vexecutioners,,OSSEO SENIOR HIGH,Osseo,Minnesota,United States,1,VEX V5 Robotics Competition,High School
114669,33697A,The Robot Alliance,,The Robot Alliance,Austin,Minnesota,United States,1,VEX V5 Robotics Competition,High School
135895,40003A,Clutch Robotics,,BAGLEY SECONDARY,Bagley,Minnesota,United States,1,VEX V5 Robotics Competition,High School
84287,55301C,Short Circuit,You lost the game,UNITED SOUTH CENTRAL HIGH SCHOOL,Wells,Minnesota,United States,1,VEX V5 Robotics Competition,High School
160280,56721K,The Donuts,,RIVERSIDE CHRISTIAN SCHOOL,East Grand Forks,Minnesota,United States,1,VEX V5 Robotics Competition,High School
135171,62185A,Tyrannosaurus VEX,,Homebot Robotics,Mankato,Minnesota,United States,1,VEX V5 Robotics Competition,High School
83333,72527A,Return of the Rampage,,St Croix Lutheran Academy,West St. Paul,Minnesota,United States,1,VEX V5 Robotics Competition,High School
84226,72527B,The Phongtastic Phive,,St Croix Lutheran Academy,West St. Paul,Minnesota,United States,1,VEX V5 Robotics Competition,High School
116992,72527R,Good Enough,,St Croix Lutheran Academy,West St. Paul,Minnesota,United States,1,VEX V5 Robotics Competition,High School
141007,72527Y,Still Workin' On It,,St Croix Lutheran Academy,West St. Paul,Minnesota,United States,1,VEX V5 Robotics Competition,High School
90783,75548C,Overdrive,,Cathedral High School,New Ulm,Minnesota,United States,1,VEX V5 Robotics Competition,High School
85100,91917B,Resting Bot Face,,Apollo High School,Saint Cloud,Minnesota,United States,1,VEX V5 Robotics Competition,High School
153811,91917D,Nitrous,,Apollo High School,Saint Cloud,Minnesota,United States,1,VEX V5 Robotics Competition,High School
154070,98377H,Pink Havoc,,TECHNICAL SENIOR HIGH,St. Cloud,Minnesota,United States,1,VEX V5 Robotics Competition,High School
154076,98377S,SPLASH!!!,Beach Ball,TECHNICAL SENIOR HIGH,St. Cloud,Minnesota,United States,1,VEX V5 Robotics Competition,High School
65900,99319A,Horsemen,Buck 5.3,PRINCETON HIGH SCHOOL,Princeton,Minnesota,United States,1,VEX V5 Robotics Competition,High School
65901,99319B,Technical Difficulties,.,Princeton High School,Princeton,Minnesota,United States,1,VEX V5 Robotics Competition,High School
148013,99319D,Cannibalistic Candy,Perry,PRINCETON HIGH SCHOOL,Princeton,Minnesota,United States,1,VEX V5 Robotics Competition,High School
148014,99319E,The Founding Fathers,George,PRINCETON HIGH SCHOOL,Princeton,Minnesota,United States,1,VEX V5 Robotics Competition,High School
65723,99750A,Sparta's Chosen,,ROCORI SENIOR HIGH,Cold Spring,Minnesota,United States,1,VEX V5 Robotics Competition,High School
111308,739E,Dynamic Energy,Retro,Kimball Secondary,Kimball,Minnesota,United States,1,VEX V5 Robotics Competition,Middle School
99094,1506C,Metal Monstrosity,,PACT CHARTER SCHOOL,Ramsey,Minnesota,United States,1,VEX V5 Robotics Competition,Middle School
32005,3211A,Black Pearl,,Scouts BSA - Troop 211,Sartell,Minnesota,United States,1,VEX V5 Robotics Competition,Middle School
84547,3589E,Distructicons,,TRI-CITY UNITED HIGH SCHOOL,Le Center,Minnesota,United States,1,VEX V5 Robotics Competition,Middle School
74491,5300E,Charlie's Angels,,WIN-E-MAC SECONDARY,Erskine,Minnesota,United States,1,VEX V5 Robotics Competition,Middle School
93667,5300F,Goose Bumps,,WIN-E-MAC SECONDARY,Erskine,Minnesota,United States,1,VEX V5 Robotics Competition,Middle School
45724,7458F,Arctic Knights,,FISHER SECONDARY,Fisher,Minnesota,United States,1,VEX V5 Robotics Competition,Middle School
75424,9821C,Constructors,Billy,EAST GRAND FORKS SENIOR HIGH,East Grand Forks,Minnesota,United States,1,VEX V5 Robotics Competition,Middle School
75425,9821D,Robo Turtles,,EAST GRAND FORKS SENIOR HIGH,East Grand Forks,Minnesota,United States,1,VEX V5 Robotics Competition,Middle School
145984,13056A,Digital Destroyers,,ROYALTON MIDDLE SCHOOL,Royalton,Minnesota,United States,1,VEX V5 Robotics Competition,Middle School
84286,55301B,Knights of the Round Table,Bartholomew,UNITED SOUTH CENTRAL HIGH SCHOOL,Wells,Minnesota,United States,1,VEX V5 Robotics Competition,Middle School
75052,55371B,Mechanical Minions,,PRINCETON MIDDLE SCHOOL,Princeton,Minnesota,United States,1,VEX V5 Robotics Competition,Middle School
75053,55371C,We Steel Scorpions,,PRINCETON MIDDLE SCHOOL,Princeton,Minnesota,United States,1,VEX V5 Robotics Competition,Middle School
76697,55371D,The Usual Suspects,.,PRINCETON MIDDLE SCHOOL,Princeton,Minnesota,United States,1,VEX V5 Robotics Competition,Middle School
86468,75548B,Night Hounds,,Cathedral High School,New Ulm,Minnesota,United States,1,VEX V5 Robotics Competition,Middle School
135148,99192B,Phoenix,,HERON LAKE-OKABENA SECONDARY,Okabena,Minnesota,United States,1,VEX V5 Robotics Competition,Middle School
72514,158A,Artemis,,HUNTLEY HIGH SCHOOL,Huntley,Illinois,United States,1,VEX V5 Robotics Competition,High School
72713,158B,Breeze,,HUNTLEY HIGH SCHOOL,Huntley,Illinois,United States,1,VEX V5 Robotics Competition,High School
56879,321A,Apollo,Apollo,NILES WEST HIGH SCHOOL,Skokie,Illinois,United States,1,VEX V5 Robotics Competition,High School
57127,321B,BLAST OFF!,BLAST OFF!,NILES WEST HIGH SCHOOL,Skokie,Illinois,United States,1,VEX V5 Robotics Competition,High School
57129,321D,Deimos,Deimos,NILES WEST HIGH SCHOOL,Skokie,Illinois,United States,1,VEX V5 Robotics Competition,High School
64332,321H,Hawks,Hawks,NILES WEST HIGH SCHOOL,Skokie,Illinois,United States,1,VEX V5 Robotics Competition,High School
56961,333R,Los Robos,,Niles North 333 Robotics,Skokie,Illinois,United States,1,VEX V5 Robotics Competition,High School
56962,333S,Sigma,Sigma,Niles North 333 Robotics,Skokie,Illinois,United States,1,VEX V5 Robotics Competition,High School
56958,333V,30 Tooth Red Sprocket,,Niles North 333 Robotics,Skokie,Illinois,United States,1,VEX V5 Robotics Competition,High School
56956,333Y,Four Dollar TwentyFive Cent Spicy Chicken Sandwich,,NILES NORTH HIGH SCHOOL,Skokie,Illinois,United States,1,VEX V5 Robotics Competition,High School
160569,355A,2Xstream Robotics,Happy,Fox Valley Robotics,Batavia,Illinois,United States,1,VEX V5 Robotics Competition,High School
161172,355P,PowerHouse,,Fox Valley Robotics,Batavia,Illinois,United States,1,VEX V5 Robotics Competition,High School
111779,355T,Thunderbirds,,Fox Valley Robotics,Batavia,Illinois,United States,1,VEX V5 Robotics Competition,High School
153886,355U,Umm...Actually,givesUanxiety,Fox Valley Robotics,Batavia,Illinois,United States,1,VEX V5 Robotics Competition,High School
74980,355V,Ghost,,Fox Valley Robotics,Batavia,Illinois,United States,1,VEX V5 Robotics Competition,High School
110934,355X,Hexa-Force,,Fox Valley Robotics,Batavia,Illinois,United States,1,VEX V5 Robotics Competition,High School
134629,355Y,Loose Screws,,Fox Valley Robotics,Batavia,Illinois,United States,1,VEX V5 Robotics Competition,High School
144268,355Z,Falcons,,Fox Valley Robotics,Batavia,Illinois,United States,1,VEX V5 Robotics Competition,High School
130819,499A,Holy Stromboli,Strombolitron,Mundelein Cons High School,Mundelein,Illinois,United States,1,VEX V5 Robotics Competition,High School
110639,499R,Razer Edge,,Mundelein Cons High School,Mundelein,Illinois,United States,1,VEX V5 Robotics Competition,High School
170641,1413D,St. Charles East Saints,,ST CHARLES EAST HIGH SCHOOL,St. Charles,Illinois,United States,1,VEX V5 Robotics Competition,High School
157044,1755K,Kinetic Robotics,Kinetic,Private,Naperville,Illinois,United States,1,VEX V5 Robotics Competition,High School
72175,2360A,Alpha,Antimatter,Neuqua Valley High School,Naperville,Illinois,United States,1,VEX V5 Robotics Competition,High School
44413,2360N,Nemesis,Nemesis,Neuqua Valley High School,Naperville,Illinois,United States,1,VEX V5 Robotics Competition,High School
51397,2360S,Singularity,,Neuqua Valley High School,Naperville,Illinois,United States,1,VEX V5 Robotics Competition,High School
72174,2360Z,ZOOM,ZOOM,Neuqua Valley High School,Naperville,Illinois,United States,1,VEX V5 Robotics Competition,High School
87392,3695B,BOB,,YORKVILLE HIGH SCHOOL,Yorkville,Illinois,United States,1,VEX V5 Robotics Competition,High School
121049,3695C,Baby Otters,,YORKVILLE HIGH SCHOOL,Yorkville,Illinois,United States,1,VEX V5 Robotics Competition,High School
162129,3695D,Got No Gas,,YORKVILLE HIGH SCHOOL,Yorkville,Illinois,United States,1,VEX V5 Robotics Competition,High School
169959,3695E,sp0rkl1ft,,YORKVILLE HIGH SCHOOL,Yorkville,Illinois,United States,1,VEX V5 Robotics Competition,High School
56584,4454C,Crash and Burn,Crash and Burn,Timothy Christian High School,Elmhurst,Illinois,United States,1,VEX V5 Robotics Competition,High School
63763,5741A,Malfunction Junction,,SENECA HIGH SCHOOL,Seneca,Illinois,United States,1,VEX V5 Robotics Competition,High School
49168,7133A,RoboHawks A,,NAPERVILLE CENTRAL HIGH SCHOOL,Naperville,Illinois,United States,1,VEX V5 Robotics Competition,High School
57602,8780A,Absolutely Generational,Absolutely Generational,Waubonsie Valley High School,Aurora,Illinois,United States,1,VEX V5 Robotics Competition,High School
63989,8780C,Cerberus,Cerberus,Waubonsie Valley High School,Aurora,Illinois,United States,1,VEX V5 Robotics Competition,High School
146633,8995B,Blaze,,Metea Valley High School,Aurora,Illinois,United States,1,VEX V5 Robotics Competition,High School
57471,8995E,Electric,,Metea Valley Robotics Team,Aurora,Illinois,United States,1,VEX V5 Robotics Competition,High School
146575,8995H,Habanero,,Metea Valley High School,Aurora,Illinois,United States,1,VEX V5 Robotics Competition,High School
57470,8995M,Magma,,Metea Valley High School,Aurora,Illinois,United States,1,VEX V5 Robotics Competition,High School
57472,8995T,Tetris,,Metea Valley High School,Aurora,Illinois,United States,1,VEX V5 Robotics Competition,High School
149450,14153M,HiveMind,,HINSDALE SOUTH HIGH SCHOOL,Darien,Illinois,United States,1,VEX V5 Robotics Competition,High School
67228,19290A,Model Train Club,Friar1,FENWICK HIGH SCHOOL,Oak Park,Illinois,United States,1,VEX V5 Robotics Competition,High School
123816,20020X,Velocity,,Velocity Robotics,Deer Park,Illinois,United States,1,VEX V5 Robotics Competition,High School
110872,20612A,Blazin' Bots,ABlaze,BLOOM TRAIL HIGH SCHOOL,Chicago Heights,Illinois,United States,1,VEX V5 Robotics Competition,High School
110873,20612B,Blazin' Bots,TBD,BLOOM TRAIL HIGH SCHOOL,Chicago Heights,Illinois,United States,1,VEX V5 Robotics Competition,High School
66348,22000A,Acceleration,Copernicus,BENET ACADEMY,Lisle,Illinois,United States,1,VEX V5 Robotics Competition,High School
76579,23880A,Techno Tegus,,LYONS TWP HIGH SCH,Lagrange,Illinois,United States,1,VEX V5 Robotics Competition,High School
76580,23880B,B Dubs,,LYONS TWP HIGH SCH,Lagrange,Illinois,United States,1,VEX V5 Robotics Competition,High School
83863,23880C,CHROME,,LYONS TWP HIGH SCH,Lagrange,Illinois,United States,1,VEX V5 Robotics Competition,High School
73628,38535A,TitanTron,TitanTron,GLENBROOK SOUTH HIGH SCHOOL,Glenview,Illinois,United States,1,VEX V5 Robotics Competition,High School
73629,38535B,C3-POE,C3-POE,GLENBROOK SOUTH HIGH SCHOOL,Glenview,Illinois,United States,1,VEX V5 Robotics Competition,High School
73630,38535C,TOMM-E,TOMM-E,Glenbrook South High School,Glenview,Illinois,United States,1,VEX V5 Robotics Competition,High School
82201,60172U,Fireballs,Scorpio,Lake Park High School,Roselle,Illinois,United States,1,VEX V5 Robotics Competition,High School
95194,60172W,WHAM,,Lake Park High School,Roselle,Illinois,United States,1,VEX V5 Robotics Competition,High School
95195,60172X,veX-Men,Auberchine,Lake Park High School,Roselle,Illinois,United States,1,VEX V5 Robotics Competition,High School
139628,60441A,Team Rocket,,LOCKPORT TOWNSHIP HIGH SCH EAST,Lockport,Illinois,United States,1,VEX V5 Robotics Competition,High School
143347,60441C,Memento Vulcan,,LOCKPORT TOWNSHIP HIGH SCH EAST,Lockport,Illinois,United States,1,VEX V5 Robotics Competition,High School
157059,60441J,Polonium,,LOCKPORT TOWNSHIP HIGH SCH EAST,Lockport,Illinois,United States,1,VEX V5 Robotics Competition,High School
154018,60441T,[REDACTED],,LOCKPORT TOWNSHIP HIGH SCH EAST,Lockport,Illinois,United States,1,VEX V5 Robotics Competition,High School
157060,60441X,Teqnifii,,LOCKPORT TOWNSHIP HIGH SCH EAST,Lockport,Illinois,United States,1,VEX V5 Robotics Competition,High School
87904,60466A,Raptors,,Rich Township High School,Olympia Fields,Illinois,United States,1,VEX V5 Robotics Competition,High School
107689,82997A,Horsepower,Brooster,MONTINI CATHOLIC HIGH SCHOOL,Lombard,Illinois,United States,1,VEX V5 Robotics Competition,High School
66262,99371B,Electrical Dysfunction,,OAK PARK & RIVER FOREST HIGH SCH,Oak Park,Illinois,United States,1,VEX V5 Robotics Competition,High School
98884,99371H,Menace & Friends,Wirecutters,Oak Park & River Forest High School,Oak Park,Illinois,United States,1,VEX V5 Robotics Competition,High School
165655,9231A,Aiglon College,,Aiglon College,Chesieres,Waadt,Switzerland,1,VEX V5 Robotics Competition,High School
165657,9231X,Aiglon College,,Aiglon College,Chesieres,Waadt,Switzerland,1,VEX V5 Robotics Competition,Middle School
153904,13176A,Smilebots,,Ated,Massagno,Tessin,Switzerland,1,VEX V5 Robotics Competition,High School
164707,15520A,Rosey Eagles,Serendipity,Institut Le Rosey,Rolle,Waadt,Switzerland,1,VEX V5 Robotics Competition,High School
164708,15520B,Rosey Knights,,Institut Le Rosey,Rolle,Waadt,Switzerland,1,VEX V5 Robotics Competition,High School
176696,15520C,Rosey Aptagenix,,Institut Le Rosey,Rolle,Waadt,Switzerland,1,VEX V5 Robotics Competition,High School
144399,21052A,Five Rings Robotics,,International School of Lausanne,Le Mont Sur Lausanne,Waadt,Switzerland,1,VEX V5 Robotics Competition,High School
159839,21052B,Cool Runnings,,International School of Lausanne,Le Mont Sur Lausanne,Waadt,Switzerland,1,VEX V5 Robotics Competition,High School
181757,21910A,College Alpin Beau Soleil,,Beau Soleil,Villars Sur Ollon,Waadt,Switzerland,1,VEX V5 Robotics Competition,High School
175501,35423Z,ISZL Iron Eagles,Sabine,International School of Zug and Luzern,Hünenberg,Zug,Switzerland,1,VEX V5 Robotics Competition,High School
146677,36817A,TASIS Tigers 1,,The American School In Switzerland (TASIS),Montagnola,Tessin,Switzerland,1,VEX V5 Robotics Competition,High School
146678,36817B,TASIS Tigers 2,,The American School In Switzerland (TASIS),Montagnola,Tessin,Switzerland,1,VEX V5 Robotics Competition,High School
166748,36817C,TASIS Tigers 3,,The American School In Switzerland (TASIS),Montagnola,Tessin,Switzerland,1,VEX V5 Robotics Competition,High School
128407,41510A,ISBasel Robotics A - G11 OBG,G11 OBG,International School Basel,Reinach,Basel-Landschaft,Switzerland,1,VEX V5 Robotics Competition,High School
139764,41510B,ISBasel Robotics B: G9 Tunatics,G9 Tunatics,International School Basel,Reinach,Basel-Landschaft,Switzerland,1,VEX V5 Robotics Competition,High School
139765,41510C,ISBasel Robotics C: G9 Team NPC,G9 Team NPC,International School Basel,Reinach,Basel-Landschaft,Switzerland,1,VEX V5 Robotics Competition,High School
139766,41510D,ISBasel Robotics D: G10 Sigma Bots,G10 Sigma Bots,International School Basel,Reinach,Basel-Landschaft,Switzerland,1,VEX V5 Robotics Competition,High School
139767,41510X,ISBasel Robotics X: G9 Team Galaxy,G9 Team Galaxy,International School Basel,Reinach,Basel-Landschaft,Switzerland,1,VEX V5 Robotics Competition,High School
157619,41510Y,Temporary ZIS C,for Robomesse only,International School Basel,Reinach,Basel-Landschaft,Switzerland,1,VEX V5 Robotics Competition,High School
139768,41510Z,ISBasel Robotics Z: Red Bull Robotics,Red Bull Robotics,International School Basel,Reinach,Basel-Landschaft,Switzerland,1,VEX V5 Robotics Competition,High School
182208,63041A,ZIS 1,TBC,Zurich International School,Zurich,Zürich,Switzerland,1,VEX V5 Robotics Competition,High School
182325,63041B,ZIS/AISV,TBC,Zurich International School,Zurich,Zürich,Switzerland,1,VEX V5 Robotics Competition,High School
180443,68300A,Big Red Gear,BRG alpha,TechLabs,Basel,Basel-Stadt,Switzerland,1,VEX V5 Robotics Competition,High School
145429,502E,The Swarm,,"Alpha Secondary, Burnaby",Burnaby,British Columbia,Canada,1,VEX V5 Robotics Competition,Middle School
152010,886A,WPRA,,Western Pacific Robotics Academy,Richmond,British Columbia,Canada,1,VEX V5 Robotics Competition,Middle School
64289,9181D,DaBombDigidy,,Seaquam Secondary,Delta,British Columbia,Canada,1,VEX V5 Robotics Competition,Middle School
131511,18670C,Mt Seymour Robotics,MR3,North Vancouver,North Vancouver,British Columbia,Canada,1,VEX V5 Robotics Competition,Middle School
59817,502A,Amaze,,"SD41, Mechatronics, Burnaby",Burnaby,British Columbia,Canada,1,VEX V5 Robotics Competition,High School
178717,502N,The Swarm,,"SD41, Burnaby School District",Burnaby,British Columbia,Canada,1,VEX V5 Robotics Competition,High School
145430,502W,The Swarm,,"SD41 Mechatronics, Burnaby",Burnaby,British Columbia,Canada,1,VEX V5 Robotics Competition,High School
169898,886S,Why So Serious | WPRA,,Western Pacific Robotics Academy,Vancouver,British Columbia,Canada,1,VEX V5 Robotics Competition,High School
170526,886U,Über | WPRA,,Western Pacific Robotics Academy,Richmond,British Columbia,Canada,1,VEX V5 Robotics Competition,High School
160092,886W,Wipeout | WPRA,,Western Pacific Robotics Academy,Vancouver,British Columbia,Canada,1,VEX V5 Robotics Competition,High School
155497,886Y,Yabadabadoo | WPRA,,Western Pacific Robotics Academy,Richmond,British Columbia,Canada,1,VEX V5 Robotics Competition,High School
154083,886Z,Zealous | WPRA,,Western Pacific Robotics Academy,Vancouver,British Columbia,Canada,1,VEX V5 Robotics Competition,High School
85138,1010G,TenTon Robotics,,West Vancouver School District #45,West Vancouver,British Columbia,Canada,1,VEX V5 Robotics Competition,High School
74088,1010T,TenTon Robotics,,West Vancouver School District #45,West Vancouver,British Columbia,Canada,1,VEX V5 Robotics Competition,High School
74089,1010W,TenTon Robotics,,West Vancouver School District #45,West Vancouver,British Columbia,Canada,1,VEX V5 Robotics Competition,High School
74091,1010X,TenTon Robotics,,West Vancouver School District #45,West Vancouver,British Columbia,Canada,1,VEX V5 Robotics Competition,High School
94117,1011S,Ten Ton Robotics,,West Vancouver School District #45,West Vancouver,British Columbia,Canada,1,VEX V5 Robotics Competition,High School
94121,1011V,Ten Ton Robotics,,West Vancouver School District #45,West Vancouver,British Columbia,Canada,1,VEX V5 Robotics Competition,High School
88405,1011X,Ten Ton Robotics,,West Vancouver School District #45,West Vancouver,British Columbia,Canada,1,VEX V5 Robotics Competition,High School
94123,1011Y,Ten Ton Robotics,,Ten Ton Robotics,West Vancouver,British Columbia,Canada,1,VEX V5 Robotics Competition,High School
